Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit,Outlet_Type_LE,Fat_Low Fat,Fat_Regular,Outlet_Size_Ord,Outlet_Location_FreqEnc,Item_Fat_TargetEnc,Item_MRP_std,Sales_mm,Sales_log,Sales_exp,Years_Since_Establishment
0.0,Regular,0.02624324,Baking Goods,143.8,1985,Medium,Tier 2,Supermarket Type3,4458.1968,14.6,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.04499536532900368,0.33897786391920837,8.402723939109917,4458.196800000002,40
12.35,Regular,0.185704641,Baking Goods,77.1,1987,High,Tier 3,Supermarket Type1,2239.7512,14.2,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.0264140482759916,0.1690298888095481,7.714566445772305,2239.7512,38
11.3,Low Fat,0.066668724,Household,192.4,2004,Small,Tier1,Supermarket Type1,2712.4692,13.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.8256624942825681,0.20524329286952972,7.905983242784903,2712.469199999999,21
0.0,Regular,0.149305497,Meat,119.6,1985,Small,Tier1,Grocery Store,592.562,13.6,0,False,True,0.0,0.2801830341429074,2224.561170126414,-0.34373188818285383,0.04284402733856983,6.386141673631541,592.5619999999998,40
19.5,Regular,0.030688557,Canned,85.8,2004,Small,Tier1,Supermarket Type1,2163.85,13.2,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.8866649943275139,0.16321534224217074,7.680106353971674,2163.8500000000004,21
19.7,Low Fat,0.041803291,Frozen Foods,110.4,1999,Medium,Tier 2,Supermarket Type1,3275.736,13.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.4915124969559564,0.24839334897480364,8.094603083964397,3275.7360000000026,26
7.75,Regular,0.082861686,Frozen Foods,32.7,1987,High,Tier 3,Supermarket Type1,679.116,13.9,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.7396161167027047,0.049474650617158014,6.522263371856928,679.116,38
15.1,Low Fat,0.076385385,Baking Goods,88.5,2009,Medium,Tier 2,Supermarket Type2,988.713,14.6,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.843294598274538,0.07319188003672346,6.897415002109901,988.7129999999997,16
0.0,Low Fat,0.021498768,Fruits and Vegetables,111.5,1985,Medium,Tier 2,Supermarket Type3,1768.3648,13.5,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.4738430763417812,0.1329184943384678,7.478375891102109,1768.3648000000007,40
11.1,Low Fat,0.033102681,Household,116.6,2004,Small,Tier1,Supermarket Type1,1540.6612,14.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.39192121713060474,0.11547485463633582,7.340615815326183,1540.6612,21
7.075,Low Fat,0.058676973,Dairy,142.0,2007,Medium,  -,Supermarket Type1,2588.6304,12.9,1,True,False,1.0,0.007861081778716415,2157.711533985862,0.016081767960352957,0.19575640110170356,7.859270441807881,2588.6304,18
7.97,Low Fat,0.021531416,Seafood,108.5,2004,Small,Tier1,Supermarket Type1,3020.0688,12.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.5220324052895321,0.22880750790574314,8.013365955043271,3020.0687999999977,21
12.15,Low Fat,0.028592842,Household,151.1,2004,Small,Tier1,Supermarket Type1,2858.9452,12.9,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.16225606576853058,0.21646434764867897,7.958557742791166,2858.9452,21
14.1,Low Fat,0.067148407,Snack Foods,200.4,2009,Medium,Tier 2,Supermarket Type2,3968.168,14.7,2,True,False,1.0,0.5879385193007157,2157.711533985862,0.9541673714765705,0.30143833520350916,8.286311779929587,3968.168,16
0.0,Low Fat,0.026552056,Canned,56.2,1985,Medium,Tier 2,Supermarket Type3,1737.738,14.6,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.3621330399453226,0.13057227379373662,7.460914841704132,1737.7380000000003,40
11.1,Regular,0.060302689,Frozen Foods,175.9,1998,Medium,  -,Grocery Store,175.7712,13.7,0,False,True,1.0,0.007861081778716415,2224.561170126414,0.5606211850699382,0.010915026012445171,5.1748562410069585,175.77119999999996,27
0.0,Low Fat,0.138269873,Soft Drinks,111.7,1985,Small,Tier1,Grocery Store,452.744,14.2,0,True,False,0.0,0.2801830341429074,2157.711533985862,-0.4706304544119311,0.03213302050392737,6.117533162351139,452.7440000000002,40
7.42,Regular,0.036109859,Seafood,186.6,1998,Medium,  -,Grocery Store,185.7582,14.5,0,False,True,1.0,0.007861081778716415,2224.561170126414,0.7324964583169162,0.011680097929205345,5.229814732018166,185.7582,27
16.35,Low Fat,0.020579897,Fruits and Vegetables,52.1,1999,Medium,Tier 2,Supermarket Type1,934.7832,13.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.4279917895072491,0.0690604916862185,6.841383825717003,934.7832000000004,26
19.1,Regular,0.025912378,Fruits and Vegetables,146.8,1999,Medium,Tier 2,Supermarket Type1,1765.7016,13.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.09318469427675458,0.1327144751606651,7.4768695842615145,1765.7016,26
0.0,Regular,0.086077865,Fruits and Vegetables,143.8,1985,Small,Tier1,Grocery Store,291.6204,13.4,0,False,True,0.0,0.2801830341429074,2224.561170126414,0.04499536532900368,0.019789860246863206,5.678876205909646,291.62040000000013,40
5.19,Regular,0.044432887,Meat,102.9,2009,Medium,Tier 2,Supermarket Type2,1651.184,14.3,2,False,True,1.0,0.5879385193007157,2224.561170126414,-0.6119858193253337,0.12394165051514842,7.409853328023894,1651.1840000000004,16
11.8,Low Fat,0.115346634,Soft Drinks,200.2,1999,Medium,Tier 2,Supermarket Type1,4563.3932,14.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.9509547495467202,0.3470366214424156,8.426040859768863,4563.393200000004,26
11.35,Regular,0.063226306,Dairy,88.0,1997,Small,Tier1,Supermarket Type1,1494.0552,14.1,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.8513261530991632,0.11190451902478833,7.30991840822007,1494.0552,28
15.2,Low Fat,0.03366718,Household,109.7,2002,Medium,  -,Supermarket Type1,1419.4856,14.6,1,True,False,1.0,0.007861081778716415,2157.711533985862,-0.5027566737104316,0.10619198204631236,7.2587540639672525,1419.4855999999995,23
11.5,Low Fat,0.173867958,Fruits and Vegetables,128.9,2002,Medium,  -,Supermarket Type1,1291.652,13.3,1,True,False,1.0,0.007861081778716415,2157.711533985862,-0.19434496844482588,0.09639906151178211,7.164451201015453,1291.6519999999996,23
20.25,Regular,0.022936488,Baking Goods,240.9,2004,Small,Tier1,Supermarket Type1,7931.6754,11.7,1,False,True,0.0,0.2801830341429074,2224.561170126414,1.6047233122712077,0.6050698765683975,8.978745634779235,7931.675400000006,21
10.1,Low Fat,0.054585372,Health and Hygiene,196.5,1987,High,Tier 3,Supermarket Type1,595.2252,14.2,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.8915212438444943,0.04304804651637254,6.390618448046121,595.2251999999997,38
13.1,Low Fat,0.020913071,Dairy,120.2,2002,Medium,  -,Supermarket Type1,2026.0294,13.6,1,True,False,1.0,0.007861081778716415,2157.711533985862,-0.33409402239330355,0.15265734979088033,7.614326650540204,2026.0293999999992,23
12.0,Low Fat,0.104230135,Health and Hygiene,259.5,1997,Small,Tier1,Supermarket Type1,2603.278,13.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.9034971517472632,0.19687850657961847,7.864910756462707,2603.2780000000007,28
19.0,Low Fat,0.111923422,Frozen Foods,106.6,1997,Small,Tier1,Supermarket Type1,2117.244,13.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.5525523136231077,0.15964500663062328,7.658342722547712,2117.2439999999997,28
19.7,Low Fat,0.024756031,Soft Drinks,83.9,2009,Medium,Tier 2,Supermarket Type2,247.6776,14.1,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.9171849026610893,0.016423543813118436,5.516157278397513,247.6776,16
0.0,Regular,0.135375727,Fruits and Vegetables,256.1,1985,Small,Tier1,Grocery Store,256.333,13.3,0,False,True,0.0,0.2801830341429074,2224.561170126414,1.8488825789398124,0.017086606140977255,5.55037096601904,256.33299999999997,40
18.6,Low Fat,0.012679226,Household,121.0,2002,Medium,  -,Supermarket Type1,2680.5108,14.6,1,True,False,1.0,0.007861081778716415,2157.711533985862,-0.3212435346739033,0.20279506273589717,7.894135646011364,2680.5108000000005,23
11.5,Low Fat,0.173483253,Fruits and Vegetables,129.1,2004,Small,Tier1,Supermarket Type1,3487.4604,14.3,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.191132346514976,0.2646128736101193,8.157215771731087,3487.460400000002,21
16.75,Low Fat,0.045138797,Snack Foods,188.0,2002,Medium,  -,Supermarket Type1,2816.334,14.4,1,True,False,1.0,0.007861081778716415,2157.711533985862,0.7549848118258667,0.21320004080383553,7.9435463266981925,2816.3339999999985,23
18.85,Low Fat,0.04282359,Canned,254.4,2009,Medium,Tier 2,Supermarket Type2,2050.664,14.7,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.8215752925360866,0.15454452718555545,7.626406450193304,2050.6640000000007,16
6.135,Low Fat,0.115010655,Soft Drinks,161.5,2004,Small,Tier1,Supermarket Type1,1288.9888,14.4,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.3293124061207338,0.09619504233397941,7.162388815147485,1288.9887999999996,21
20.7,Low Fat,0.169776346,Canned,184.4,2004,Small,Tier1,Supermarket Type1,3688.532,14.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.6971576170885657,0.28001632153422423,8.213254899722768,3688.5319999999997,21
17.6,Low Fat,0.041608488,Soft Drinks,165.5,2004,Small,Tier1,Supermarket Type1,1644.526,14.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.393564844717735,0.12343160257064166,7.405815368927056,1644.5260000000007,21
16.0,Low Fat,0.072608647,Household,228.4,1987,High,Tier 3,Supermarket Type1,5298.4364,13.9,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.4039344416555788,0.40334591451596447,8.575355754263112,5298.436399999996,38
8.92,Low Fat,0.130191993,Household,176.8,2002,Medium,  -,Supermarket Type1,2117.244,14.3,1,True,False,1.0,0.007861081778716415,2157.711533985862,0.5750779837542636,0.15964500663062328,7.658342722547712,2117.2439999999997,23
17.75,Low Fat,0.111931193,Others,108.9,2007,Medium,  -,Supermarket Type1,327.5736,6.2,1,True,False,1.0,0.007861081778716415,2157.711533985862,-0.5156071614298319,0.022544119147199837,5.794760861535742,327.57359999999994,18
15.6,Low Fat,0.116913245,Frozen Foods,78.2,1997,Small,Tier1,Supermarket Type1,1837.608,12.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.0087446276618162,0.13822299296133836,7.516764042556923,1837.6080000000002,28
0.0,Regular,0.13511877,Soft Drinks,233.0,1985,Small,Tier1,Grocery Store,934.7832,14.1,0,False,True,0.0,0.2801830341429074,2224.561170126414,1.47782474604213,0.0690604916862185,6.841383825717003,934.7832000000004,40
17.75,Regular,0.063416566,Baking Goods,154.7,1998,Medium,  -,Grocery Store,308.9312,13.5,0,False,True,1.0,0.007861081778716415,2224.561170126414,0.22008326050583157,0.021115984902580844,5.736350337363997,308.9312,27
5.73,Low Fat,0.075943184,Soft Drinks,85.6,1998,Medium,  -,Grocery Store,171.7764,14.5,0,True,False,1.0,0.007861081778716415,2157.711533985862,-0.8898776162573641,0.0106089972457411,5.151998272968793,171.77640000000002,27
5.73,Low Fat,0.05190652,Soft Drinks,188.2,2002,Medium,  -,Supermarket Type1,1496.7184,13.0,1,True,False,1.0,0.007861081778716415,2157.711533985862,0.7581974337557166,0.11210853820259105,7.311698162427324,1496.7184,23
9.3,Low Fat,0.175060504,Snack Foods,106.8,2009,Medium,Tier 2,Supermarket Type2,525.982,14.5,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.5493396916932576,0.03774354789350199,6.267166392360323,525.9819999999999,16
20.2,Low Fat,0.099893424,Household,187.7,2004,Small,Tier1,Supermarket Type1,3928.8858,11.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.7501658789310914,0.2984290523309191,8.276365645916927,3928.885800000002,21
11.676739773604321,Low Fat,0.178923163,Fruits and Vegetables,55.7,1985,Small,Tier1,Grocery Store,161.7894,14.3,0,True,False,0.0,0.2801830341429074,2157.711533985862,-1.370164594769948,0.009843925328980926,5.092457340883544,161.78939999999994,40
12.15,Low Fat,0.0,Starchy Foods,119.2,2004,Small,Tier1,Supermarket Type1,2636.568,13.4,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.35015713204255383,0.1994287463021524,7.877612559442493,2636.5679999999993,21
21.35,Low Fat,0.068765205,Canned,260.4,1987,High,Tier 3,Supermarket Type1,3644.5892,14.0,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.9179539504315881,0.27665000510047943,8.201273277469971,3644.5891999999967,38
20.2,Regular,0.096906831,Meat,175.5,2009,Medium,Tier 2,Supermarket Type2,6729.9064,13.5,2,False,True,1.0,0.5879385193007157,2224.561170126414,0.554195941210238,0.513006222584923,8.814465094105083,6729.906400000002,16
6.57,Low Fat,0.096862255,Household,194.0,2004,Small,Tier1,Supermarket Type1,2316.984,14.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.8513634697213686,0.1749464449658268,7.748453121373718,2316.9840000000004,21
19.35,Regular,0.062528426,Baking Goods,166.9,1997,Small,Tier1,Supermarket Type1,3302.368,12.3,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.4160531982266855,0.25043354075283075,8.102697833050907,3302.3679999999977,28
8.6,Low Fat,0.032621545,Health and Hygiene,143.2,1997,Small,Tier1,Supermarket Type1,2127.231,14.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.035357499539453136,0.16041007854738346,7.663046397201703,2127.2309999999993,28
8.51,Low Fat,0.05190268,Household,142.2,1987,High,Tier 3,Supermarket Type1,2862.94,10.9,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.019294389890202834,0.21677037641538305,7.959953578140418,2862.9400000000014,38
11.676739773604321,Regular,0.170246782,Fruits and Vegetables,141.6,1985,Medium,Tier 2,Supermarket Type3,3231.1274,13.9,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.009656524100652746,0.24497602774660818,8.080895837180936,3231.1273999999994,40
7.5,Low Fat,0.054610829,Frozen Foods,237.2,1998,Medium,  -,Grocery Store,237.6906,14.6,0,True,False,1.0,0.007861081778716415,2157.711533985862,1.5452898065689813,0.01565847189635826,5.475168152594509,237.6905999999999,27
14.3,Low Fat,0.127517605,Frozen Foods,86.0,2004,Small,Tier1,Supermarket Type1,1022.6688,14.4,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.8834523723976638,0.07579312455370806,6.931148315782264,1022.6688,21
15.0,Low Fat,0.064271703,Hard Drinks,45.5,2002,Medium,  -,Supermarket Type1,466.06,14.4,1,True,False,1.0,0.007861081778716415,2157.711533985862,-1.534008313192301,0.03315311639294094,6.1464577290734805,466.06,23
14.3,Low Fat,0.13030659,Baking Goods,75.7,1987,High,Tier 3,Supermarket Type1,617.8624,13.8,1,True,False,2.0,0.10935116742930893,2157.711533985862,-1.0489024017849418,0.044782209527695606,6.427882953951,617.8623999999999,38
10.195,Low Fat,0.187841082,Hard Drinks,112.5,1998,Medium,  -,Grocery Store,113.186,14.6,0,True,False,1.0,0.007861081778716415,2157.711533985862,-0.45777996669253085,0.006120575334081404,4.737828697762946,113.18600000000004,27
6.825,Regular,0.046625941,Canned,155.0,2004,Small,Tier1,Supermarket Type1,3075.996,11.4,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.22490219340060685,0.23309191063960014,8.031709075353696,3075.9959999999996,21
12.65,Low Fat,0.035410748,Baking Goods,231.4,1997,Small,Tier1,Supermarket Type1,2067.309,14.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.4521237706033299,0.1558196470468224,7.634486644195511,2067.309,28
11.15,Low Fat,0.032250092,Health and Hygiene,164.1,2004,Small,Tier1,Supermarket Type1,4769.1254,14.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.3710764912087845,0.3627971029276752,8.470127872845005,4769.125399999999,21
19.1,Low Fat,0.045378573,Dairy,42.4,1999,Medium,Tier 2,Supermarket Type1,243.6828,14.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.5838039531049768,0.016117515046414364,5.499962677826952,243.6828,26
18.85,Low Fat,0.0926587,Baking Goods,131.4,1998,Medium,  -,Grocery Store,263.6568,13.7,0,True,False,1.0,0.007861081778716415,2157.711533985862,-0.1541871943217001,0.017647658879934712,5.578433892287147,263.65679999999986,27
19.6,Low Fat,0.024222321,Dairy,45.6,2004,Small,Tier1,Supermarket Type1,945.436,14.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.5324020022273759,0.06987656839742937,6.85270335082491,945.4359999999998,21
15.1,Low Fat,0.055518167,Fruits and Vegetables,217.3,2007,Medium,  -,Supermarket Type1,1306.2996,14.1,1,True,False,1.0,0.007861081778716415,2157.711533985862,1.2256339245489007,0.09752116698969704,7.175718914593622,1306.2995999999996,18
11.676739773604321,Low Fat,0.031946638,Canned,51.6,1985,Medium,Tier 2,Supermarket Type3,1821.6288,14.5,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.4360233443318742,0.1369988778945221,7.508035133539289,1821.6288000000002,40
6.425,Low Fat,0.093983518,Fruits and Vegetables,175.6,2007,Medium,Tier 2,Supermarket Type1,1230.3984,14.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.5558022521751629,0.09170662042231971,7.115905713142174,1230.3984,18
8.88,Low Fat,0.098822387,Household,209.6,2002,Medium,Tier 2,Supermarket Type1,1887.543,13.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.101947980249673,0.14204835254513923,7.543560911286992,1887.5430000000008,23
12.3,Low Fat,0.009410528,Baking Goods,73.7,1997,Small,Tier1,Supermarket Type1,1318.284,14.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.0810286210834423,0.09843925328980925,7.184844444172743,1318.2839999999999,28
12.85,Low Fat,0.169139066,Frozen Foods,46.4,2009,Medium,Tier 2,Supermarket Type2,186.424,10.7,2,True,False,1.0,0.5879385193007157,2157.711533985862,-1.5195515145079757,0.011731102723656024,5.233373429907372,186.4240000000001,16
11.35,Regular,0.043122189,Fruits and Vegetables,198.0,1987,High,Tier 3,Supermarket Type1,995.371,13.9,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.9156159083183697,0.07370192798123024,6.904119678187275,995.3709999999998,38
11.676739773604321,Low Fat,0.035769657,Soft Drinks,40.9,1985,Medium,Tier 2,Supermarket Type3,1380.8692,13.1,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.607898617578852,0.10323370396817302,7.231192354407064,1380.8692000000003,40
19.0,Regular,0.10361083,Fruits and Vegetables,228.4,1999,Medium,Tier 2,Supermarket Type1,905.488,14.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,1.4039344416555788,0.06681628073038866,6.809577792379763,905.4879999999998,26
10.195,Regular,0.044974051,Fruits and Vegetables,115.6,2004,Small,Tier1,Supermarket Type1,1874.8928,14.8,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.407984326779855,0.14107926145057637,7.536839985076312,1874.8927999999996,21
8.27,Low Fat,0.018920019,Health and Hygiene,238.1,2007,Medium,Tier 2,Supermarket Type1,6231.888,13.8,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.5597466052533067,0.47485463633581554,8.737595067772068,6231.888000000002,18
14.85,Regular,0.054142088,Baking Goods,124.1,2007,Medium,Tier 2,Supermarket Type1,1837.608,14.4,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.2714478947612275,0.13822299296133836,7.516764042556923,1837.6080000000002,18
11.676739773604321,Low Fat,0.0,Frozen Foods,98.2,1985,Small,Tier1,Grocery Store,289.623,12.8,0,True,False,0.0,0.2801830341429074,2157.711533985862,-0.6874824346768101,0.019636845863511172,5.672026894597511,289.623,40
18.0,Low Fat,0.124645538,Frozen Foods,117.2,1999,Medium,Tier 2,Supermarket Type1,2133.2232,14.3,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.3822833513410544,0.16086912169743955,7.665858018707206,2133.2232000000004,26
7.1,Low Fat,0.110459828,Fruits and Vegetables,139.1,2009,Medium,Tier 2,Supermarket Type2,2250.404,13.9,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.030501250022473003,0.16984596552075895,7.719309300591418,2250.4040000000005,16
8.355,Low Fat,0.013957308,Baking Goods,94.0,2002,Medium,Tier 2,Supermarket Type1,1480.7392,13.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.7549474952036614,0.11088442313577476,7.300971811962458,1480.7391999999998,23
9.8,Regular,0.056386541,Breads,84.7,1997,Small,Tier1,Supermarket Type1,503.3448,6.9,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.9043344149416891,0.036009384882178926,6.223260161147306,503.34479999999985,28
18.2,Regular,0.012273747,Fruits and Vegetables,60.1,2007,Medium,Tier 2,Supermarket Type1,1113.2176,12.1,1,False,True,1.0,0.5879385193007157,2224.561170126414,-1.2994869123132466,0.0827297765990003,7.015907733548836,1113.2175999999995,18
11.676739773604321,Regular,0.090473389,Frozen Foods,229.8,1985,Medium,Tier 2,Supermarket Type3,6024.1584,13.8,3,False,True,1.0,0.5879385193007157,2224.561170126414,1.4264227951645294,0.4589411404672039,8.7036990484697,6024.158400000002,40
14.65,Low Fat,0.083359391,Household,162.0,1997,Small,Tier1,Supermarket Type1,4711.2008,13.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.33734396094535896,0.3583596858104662,8.457910339024465,4711.200800000002,28
11.676739773604321,Low Fat,0.112161697,Canned,154.5,1985,Small,Tier1,Grocery Store,152.4682,13.4,0,True,False,0.0,0.2801830341429074,2157.711533985862,0.21687063857598168,0.009129858206671428,5.033493379441608,152.46820000000002,40
9.695,Regular,0.128805815,Baking Goods,224.0,2009,Medium,Tier 2,Supermarket Type2,5851.0504,13.4,2,False,True,1.0,0.5879385193007157,2224.561170126414,1.3332567591988775,0.44567989391002755,8.674547374543119,5851.0503999999955,16
11.676739773604321,Low Fat,0.090596378,Others,106.7,1985,Medium,Tier 2,Supermarket Type3,2251.0698,14.7,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.5509460026581826,0.16989697031520964,7.719604983450659,2251.0697999999993,40
13.85,Regular,0.056637129,Breakfast,233.8,2007,Medium,Tier 2,Supermarket Type1,2796.36,14.0,1,False,True,1.0,0.5879385193007157,2224.561170126414,1.4906752337615305,0.2116698969703152,7.936431394251051,2796.3600000000006,18
7.75,Regular,0.083059634,Frozen Foods,35.8,1999,Medium,Tier 2,Supermarket Type1,611.2044,13.9,1,False,True,1.0,0.5879385193007157,2224.561170126414,-1.689820476790029,0.04427216158318882,6.417066213679212,611.2044000000002,26
11.8,Regular,0.014115626,Frozen Foods,178.5,2002,Medium,Tier 2,Supermarket Type1,3390.2536,13.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.6023852701579889,0.2571661736203203,8.12895492552805,3390.2535999999973,23
12.3,Low Fat,0.076866235,Household,247.1,2009,Medium,Tier 2,Supermarket Type2,492.692,14.4,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.7043145920965592,0.03519330817096807,6.201911840960954,492.6920000000002,16
16.0,Regular,0.099188598,Frozen Foods,89.0,1987,High,Tier 3,Supermarket Type1,1669.8264,12.1,1,False,True,2.0,0.10935116742930893,2224.561170126414,-0.8352630434499129,0.1253697847597674,7.42107363331217,1669.8263999999992,38
11.5,Low Fat,0.021010687,Health and Hygiene,131.4,1999,Medium,Tier 2,Supermarket Type1,927.4594,13.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.1541871943217001,0.06849943894726104,6.833526653396237,927.4594000000003,26
11.676739773604321,Regular,0.057143515,Meat,151.8,1985,Medium,Tier 2,Supermarket Type3,6196.6006,11.9,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.17350024252300608,0.4721513822299296,8.731917496129357,6196.600600000002,40
7.36,Low Fat,0.052607932,Frozen Foods,56.4,2007,Medium,Tier 2,Supermarket Type1,744.3644,13.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.3589204180154726,0.0544731204733245,6.613873226312467,744.3644000000002,18
7.64,Regular,0.070645636,Snack Foods,91.2,1987,High,Tier 3,Supermarket Type1,466.06,14.4,1,False,True,2.0,0.10935116742930893,2224.561170126414,-0.7999242022215622,0.03315311639294094,6.1464577290734805,466.06,38
17.75,Low Fat,0.014568036,Fruits and Vegetables,158.1,1987,High,Tier 3,Supermarket Type1,4137.2812,14.2,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.2746978333132827,0.3143935529939815,8.32803581153069,4137.2811999999985,38
17.75,Low Fat,0.073524776,Seafood,34.8,1999,Medium,Tier 2,Supermarket Type1,207.7296,13.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.7058835864392792,0.013363256146077734,5.341039634404711,207.72959999999992,26
7.27,Low Fat,0.046559448,Health and Hygiene,100.5,1997,Small,Tier1,Supermarket Type1,2463.46,14.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.6505372824835345,0.186167499744976,7.809727995541005,2463.460000000001,28
7.67,Low Fat,0.309390255,Household,33.2,1998,Medium,Tier 2,Grocery Store,138.4864,12.5,0,True,False,1.0,0.5879385193007157,2157.711533985862,-1.7315845618780796,0.008058757523207182,4.937967105469434,138.4864,27
20.2,Regular,0.039247736,Breakfast,157.7,1997,Small,Tier1,Supermarket Type1,1095.241,14.2,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.26827258945358246,0.08135264714883199,6.999642333846535,1095.2410000000002,28
16.0,Low Fat,0.040945898,Snack Foods,143.1,1997,Small,Tier1,Supermarket Type1,2258.3936,14.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.0337511885745282,0.17045802305416707,7.722851737678389,2258.3936,28
9.5,Low Fat,0.031331581,Fruits and Vegetables,111.1,1999,Medium,Tier 2,Supermarket Type1,663.1368,13.3,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.48026832020148136,0.048250535550341735,6.4984881523527696,663.1367999999999,26
19.1,Low Fat,0.096929994,Fruits and Vegetables,233.9,2002,Medium,Tier 2,Supermarket Type1,2103.2622,14.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.4922815447264555,0.15857390594715903,7.651720185865065,2103.2621999999997,23
15.0,Regular,0.026840766,Baking Goods,219.8,1997,Small,Tier1,Supermarket Type1,4863.0032,10.7,1,False,True,0.0,0.2801830341429074,2224.561170126414,1.2657916986720263,0.36998877894522086,8.489617081540523,4863.003199999997,28
7.035,Low Fat,0.0,Frozen Foods,262.7,1987,High,Tier 3,Supermarket Type1,6048.793,13.0,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.9548991026248639,0.460828317861879,8.707779335563512,6048.792999999998,38
19.75,Low Fat,0.041429246,Fruits and Vegetables,117.2,1999,Medium,Tier 2,Supermarket Type1,2239.0854,14.3,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.3822833513410544,0.16897888401509742,7.7142692691223465,2239.0854000000004,26
11.676739773604321,Regular,0.0,Frozen Foods,145.3,1985,Medium,Tier 2,Supermarket Type3,5273.136,14.8,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.06909002980287912,0.40140773232683874,8.570570153459785,5273.136,40
11.676739773604321,Regular,0.0,Dairy,196.5,1985,Medium,Tier 2,Supermarket Type3,5852.382,13.4,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.8915212438444943,0.4457819034989289,8.674774892837231,5852.381999999999,40
